Number of HBD,Number of HBA,MW (Da),N. Carbon atoms,N. heavy atoms,N. Hydrogen atoms,N. Nitrogen atoms,N. Oxygen atoms,N. Fluorine atoms,N. Sulphur atoms,N. Chlorine atoms,Pentamers,Hexamers,Heptamers,Aromatic cycles,clogP,Dataset
2,5,360.5460000000002,21,26,36,4,1,0,0,0,0,2,0,0,4.798700000000004,Graph_MCTS
8,8,370.45200000000017,16,26,28,8,0,2,0,0,1,2,0,0,-1.0639999999999983,Graph_MCTS
5,9,365.3940000000001,15,26,23,7,4,0,0,0,0,2,0,0,-1.9143999999999963,Graph_MCTS
6,12,464.55200000000036,19,32,28,8,4,0,1,0,1,2,0,0,-1.086199999999998,Graph_MCTS
3,8,429.52100000000013,22,31,31,5,4,0,0,0,1,2,0,0,1.136200000000001,Graph_MCTS
4,7,445.5160000000002,22,31,24,3,4,1,1,0,1,2,0,1,1.6523000000000003,Graph_MCTS
6,11,381.4140000000001,15,26,19,5,5,0,1,0,0,2,0,0,-0.44569999999999904,Graph_MCTS
7,11,561.1120000000002,25,38,33,8,3,0,1,1,1,3,0,0,1.9898700000000016,Graph_MCTS
1,5,429.9920000000002,24,30,32,3,2,0,0,1,1,2,0,1,5.416420000000005,Graph_MCTS
1,3,381.85000000000014,20,26,22,1,2,2,0,1,0,2,0,2,5.332100000000004,Graph_MCTS
7,9,602.529,23,36,28,3,7,0,2,0,0,3,0,0,2.7137000000000002,Graph_MCTS
3,7,357.38900000000007,18,26,20,5,2,1,0,0,0,2,0,2,3.3992200000000015,Graph_MCTS
4,6,408.97400000000016,21,28,33,4,2,0,0,1,1,2,0,0,2.4014000000000006,Graph_MCTS
4,7,363.46200000000016,18,26,29,5,3,0,0,0,0,2,0,0,0.40190000000000153,Graph_MCTS
3,6,364.53400000000005,20,26,36,4,2,0,0,0,0,2,0,0,2.6126000000000005,Graph_MCTS
7,9,386.36100000000016,14,26,15,4,6,1,1,0,0,2,0,0,-1.7254999999999994,Graph_MCTS
5,8,461.60900000000015,22,31,27,3,4,0,2,0,1,2,0,0,1.3831000000000002,Graph_MCTS
4,8,415.56300000000016,21,29,29,5,2,0,1,0,1,2,0,1,2.0788200000000003,Graph_MCTS
8,11,466.33900000000006,13,26,16,5,5,0,2,0,0,2,0,1,-0.6045999999999996,Graph_MCTS
6,11,408.44000000000005,16,28,20,6,5,0,1,0,1,2,0,1,0.11049999999999965,Graph_MCTS
2,4,366.45200000000017,20,26,28,2,2,2,0,0,0,2,0,1,4.251700000000003,Graph_MCTS
6,9,379.4900000000001,16,26,25,7,2,0,1,0,0,2,0,1,0.6156200000000009,Graph_MCTS
5,7,430.9330000000001,18,28,24,4,3,1,1,1,1,2,0,0,1.5952999999999997,Graph_MCTS
4,9,462.8710000000002,19,31,15,4,6,0,1,1,1,2,0,1,1.3751000000000002,Graph_MCTS
3,7,369.4690000000002,20,27,27,5,2,0,0,0,1,2,0,2,2.00182,Graph_MCTS
7,10,361.3580000000001,16,26,19,5,5,0,0,0,0,2,0,1,-1.07588,Graph_MCTS
2,9,380.47000000000014,17,26,24,4,4,0,1,0,0,2,0,1,2.3714000000000004,Graph_MCTS
4,10,391.76400000000024,14,26,18,3,8,0,0,1,0,2,0,0,-2.239899999999998,Graph_MCTS
1,7,387.4860000000001,18,26,17,3,3,0,2,0,0,2,0,1,1.7942799999999997,Graph_MCTS
0,4,374.4360000000002,24,28,22,0,4,0,0,0,1,2,0,2,4.706420000000005,Graph_MCTS
6,10,437.4570000000003,17,30,20,7,4,1,1,0,1,2,0,0,-0.9381999999999988,Graph_MCTS
4,5,380.4480000000001,21,28,24,4,3,0,0,0,1,2,0,2,2.7506000000000004,Graph_MCTS
8,9,392.4850000000002,17,27,24,6,3,0,1,0,1,2,0,1,-0.1325799999999997,Graph_MCTS
5,8,475.63600000000014,23,32,29,3,4,0,2,0,1,2,0,1,3.1528200000000033,Graph_MCTS
7,11,449.28700000000015,13,26,17,6,5,0,1,0,0,2,0,0,-2.740999999999997,Graph_MCTS
4,7,408.86500000000024,18,28,22,6,2,1,0,1,1,2,0,1,0.560220000000001,Graph_MCTS
4,8,362.3900000000001,16,26,22,6,4,0,0,0,1,2,0,0,-0.7271999999999976,Graph_MCTS
5,9,360.41800000000006,17,26,24,6,3,0,0,0,0,2,0,0,-1.4788999999999974,Graph_MCTS
1,7,420.21900000000005,17,26,14,3,5,0,0,0,0,2,0,2,1.89852,Graph_MCTS
0,2,395.9050000000002,24,28,23,1,1,1,0,1,1,2,0,1,5.655640000000005,Graph_MCTS
2,2,349.51800000000014,24,26,31,1,1,0,0,0,1,2,0,1,6.172300000000006,Graph_MCTS
4,7,513.3320000000001,19,28,17,3,3,1,1,0,1,2,0,2,4.4548000000000005,Graph_MCTS
10,14,551.7430000000003,23,37,37,9,3,0,2,0,1,3,0,0,-0.7574999999999961,Graph_MCTS
4,11,574.0780000000002,28,40,36,5,6,0,0,1,1,3,0,2,4.445640000000003,Graph_MCTS
9,14,541.6100000000002,21,37,32,9,5,1,1,0,0,3,0,0,-2.181629999999995,Graph_MCTS
0,8,357.4140000000001,18,26,23,5,3,0,0,0,0,2,0,0,0.7025000000000001,Graph_MCTS
3,6,381.8160000000001,17,26,20,3,5,0,0,1,0,2,0,0,0.1784000000000006,Graph_MCTS
9,10,404.5440000000002,18,28,28,8,1,0,1,0,1,2,0,1,-0.7024799999999987,Graph_MCTS
0,6,391.43900000000014,21,28,26,1,5,1,0,0,1,2,0,0,2.787000000000001,Graph_MCTS
8,11,409.4970000000002,15,27,19,7,3,0,2,0,1,2,0,1,-0.30690000000000045,Graph_MCTS
5,7,382.5050000000001,18,26,27,4,2,1,1,0,0,2,0,1,1.6815200000000008,Graph_MCTS
3,7,380.4890000000001,18,26,25,4,2,1,1,0,0,2,0,1,2.9772000000000007,Graph_MCTS
4,7,400.5730000000001,20,27,24,4,1,0,2,0,1,2,0,2,4.284300000000004,Graph_MCTS
2,8,358.44600000000014,18,26,26,6,2,0,0,0,0,2,0,0,1.25248,Graph_MCTS
4,7,433.50500000000017,21,30,24,3,4,1,1,0,1,2,0,1,1.0546000000000004,Graph_MCTS
8,11,426.8900000000003,15,28,19,8,3,0,1,1,1,2,0,1,0.07749999999999935,Graph_MCTS
2,4,350.4620000000001,22,26,26,2,2,0,0,0,1,2,0,2,4.368900000000003,Graph_MCTS
1,7,476.9650000000003,22,33,29,6,4,0,0,1,1,2,0,0,1.5722,Graph_MCTS
4,6,425.3710000000002,19,26,29,4,2,0,0,0,0,2,0,1,2.6855000000000016,Graph_MCTS
3,6,420.91600000000017,21,29,26,4,2,1,0,1,1,2,0,0,3.0931000000000015,Graph_MCTS
5,6,384.5720000000002,22,28,36,6,0,0,0,0,1,2,0,0,1.4215000000000024,Graph_MCTS
1,7,368.4140000000001,19,26,16,2,4,0,1,0,1,2,0,3,3.285020000000001,Graph_MCTS
3,8,388.4680000000002,20,28,28,4,4,0,0,0,1,2,0,1,2.149,Graph_MCTS
11,12,431.4610000000003,17,31,25,11,3,0,0,0,1,2,0,1,-2.198429999999998,Graph_MCTS
0,5,353.37800000000004,19,26,19,3,4,0,0,0,0,2,0,1,1.88174,Graph_MCTS
4,10,409.5120000000002,18,28,27,5,4,0,1,0,1,2,0,0,0.5585000000000002,Graph_MCTS
1,5,382.4350000000001,22,28,23,2,3,1,0,0,1,2,0,2,3.9110400000000025,Graph_MCTS
2,5,367.4930000000001,22,27,29,3,2,0,0,0,1,2,0,2,3.711020000000002,Graph_MCTS
6,8,396.4210000000001,17,27,20,2,7,0,1,0,1,2,0,0,0.05390000000000089,Graph_MCTS
1,5,381.4690000000001,19,26,24,1,4,1,1,0,0,2,0,1,2.3973400000000007,Graph_MCTS
5,8,388.44700000000006,19,28,25,6,2,1,0,0,1,2,0,1,1.7005,Graph_MCTS
5,5,383.8950000000001,19,26,27,3,2,1,0,1,0,2,0,1,2.1124199999999997,Graph_MCTS
2,7,402.51600000000013,21,28,26,2,4,0,1,0,1,2,0,0,2.0848,Graph_MCTS
6,7,412.6060000000001,17,26,24,4,2,0,3,0,0,2,0,1,3.117300000000002,Graph_MCTS
3,8,397.9320000000001,17,26,24,5,2,0,1,1,0,2,0,1,2.3276000000000003,Graph_MCTS
5,7,406.4350000000001,19,28,19,2,5,1,1,0,1,2,0,2,2.8424000000000014,Graph_MCTS
4,6,391.6060000000001,20,26,29,3,1,0,2,0,0,2,0,1,2.61374,Graph_MCTS
8,7,356.4780000000001,18,26,28,8,0,0,0,0,1,2,0,0,0.31952000000000275,Graph_MCTS
2,6,414.52500000000026,23,30,31,4,2,1,0,0,1,2,0,1,4.054800000000004,Graph_MCTS
4,10,370.3690000000001,17,27,18,6,4,0,0,0,1,2,0,1,-0.0760199999999992,Graph_MCTS
3,7,393.4420000000001,17,26,15,1,6,0,2,0,0,2,0,1,0.8605999999999998,Graph_MCTS
5,7,429.5140000000001,18,28,21,3,3,2,2,0,1,2,0,1,2.4198000000000004,Graph_MCTS
1,5,366.4130000000001,22,27,22,0,5,0,0,0,1,2,0,0,3.812300000000003,Graph_MCTS
4,9,377.4260000000001,16,26,19,5,4,0,1,0,1,2,0,1,0.031299999999999384,Graph_MCTS
3,7,381.90800000000013,18,26,28,5,2,0,0,1,0,2,0,0,2.1254,Graph_MCTS
4,6,401.9640000000001,17,26,28,5,2,0,1,1,0,2,0,0,0.959400000000001,Graph_MCTS
6,9,418.59200000000004,19,28,26,6,1,0,2,0,1,2,0,1,2.388,Graph_MCTS
2,7,446.5480000000001,22,31,27,4,3,1,1,0,1,2,0,0,3.775300000000003,Graph_MCTS
4,8,377.514,18,26,27,5,2,0,1,0,0,2,0,1,1.9870999999999994,Graph_MCTS
6,10,368.39400000000006,15,26,24,6,5,0,0,0,0,2,0,1,-1.8073399999999968,Graph_MCTS
2,5,355.4380000000001,20,26,25,3,3,0,0,0,0,2,0,1,2.2199999999999998,Graph_MCTS
6,10,412.49500000000023,16,28,25,8,2,1,1,0,1,2,0,0,-0.7857999999999989,Graph_MCTS
4,10,422.44200000000006,17,29,19,6,4,1,1,0,1,2,0,0,-0.2365999999999991,Graph_MCTS
5,7,373.4360000000001,18,27,24,7,1,1,0,0,1,2,0,0,0.5871700000000011,Graph_MCTS
10,11,489.805,12,26,18,6,4,0,2,1,0,2,0,0,-0.6816999999999996,Graph_MCTS
7,8,379.44200000000006,16,26,21,5,4,0,1,0,0,2,0,1,-0.6283799999999995,Graph_MCTS
5,10,374.35700000000014,16,27,18,6,5,0,0,0,1,2,0,1,-1.3890999999999987,Graph_MCTS
3,6,421.9060000000002,19,28,20,3,4,0,1,1,1,2,0,1,3.695000000000002,Graph_MCTS
2,7,373.4780000000002,19,26,23,3,3,0,1,0,0,2,0,1,2.266,Graph_MCTS
6,7,393.55500000000006,20,28,36,7,0,1,0,0,1,2,0,0,1.2387000000000006,Graph_MCTS
2,7,413.4780000000001,21,30,27,5,4,0,0,0,1,2,0,1,1.9983199999999997,Graph_MCTS
2,6,432.99500000000006,17,26,18,2,2,1,3,1,0,2,0,1,4.782400000000003,Graph_MCTS
6,10,436.5400000000002,17,28,16,4,4,0,3,0,1,2,0,1,0.09100000000000008,Graph_MCTS
2,5,377.48800000000017,23,28,27,3,2,0,0,0,1,2,0,2,4.555740000000004,Graph_MCTS
3,6,380.4920000000001,22,28,28,4,2,0,0,0,1,2,0,2,3.848260000000002,Graph_MCTS
5,7,401.5320000000002,21,28,27,3,3,0,1,0,1,2,0,2,3.358620000000002,Graph_MCTS
3,6,448.3170000000001,20,28,22,3,4,0,0,0,1,2,0,1,2.8385200000000004,Graph_MCTS
4,7,386.4310000000001,19,28,23,6,2,1,0,0,1,2,0,2,1.9971199999999993,Graph_MCTS
7,8,379.85200000000015,16,26,22,7,2,0,0,1,1,2,0,1,0.2060700000000012,Graph_MCTS
4,5,355.43800000000005,20,26,25,3,3,0,0,0,0,2,0,2,3.086820000000002,Graph_MCTS
1,4,383.9230000000001,22,27,26,3,1,0,0,1,1,2,0,2,4.528920000000004,Graph_MCTS
0,2,445.9810000000002,26,31,30,1,1,2,0,1,0,3,0,1,7.278120000000007,Graph_MCTS
4,9,395.84700000000015,17,27,22,5,4,0,0,1,1,2,0,0,0.6496000000000013,Graph_MCTS
2,5,416.4180000000001,19,26,27,3,1,0,1,2,0,2,0,1,4.991840000000003,Graph_MCTS
2,5,369.3480000000001,20,27,16,1,5,1,0,0,1,2,0,2,3.2061200000000025,Graph_MCTS
1,7,398.5290000000001,17,26,23,4,2,1,2,0,0,2,0,1,3.065100000000002,Graph_MCTS
2,6,388.8990000000001,20,27,25,4,2,0,0,1,1,2,0,1,2.7911200000000016,Graph_MCTS
3,8,398.52900000000017,17,26,23,4,2,1,2,0,0,2,0,1,2.938220000000001,Graph_MCTS
3,5,369.46500000000015,20,26,20,3,1,1,1,0,1,2,0,2,4.536520000000002,Graph_MCTS
3,6,402.9260000000002,21,28,27,4,2,0,0,1,1,2,0,1,3.096940000000001,Graph_MCTS
6,8,390.5130000000002,18,27,26,6,2,0,1,0,1,2,0,0,-0.03509999999999858,Graph_MCTS
4,7,419.0160000000002,17,26,27,4,2,0,2,1,0,2,0,0,1.9204,Graph_MCTS
4,8,383.83200000000016,17,26,22,3,5,0,0,1,0,2,0,0,1.0420999999999998,Graph_MCTS
1,3,370.4640000000001,23,27,27,0,3,1,0,0,1,2,0,0,4.326400000000004,Graph_MCTS
1,5,353.39700000000005,20,26,20,3,2,1,0,0,1,2,0,2,3.8489200000000032,Graph_MCTS
4,8,388.39600000000013,15,26,18,4,4,2,1,0,0,2,0,1,0.08582000000000095,Graph_MCTS
3,5,353.5140000000001,21,26,31,5,0,0,0,0,1,2,0,1,2.591940000000001,Graph_MCTS
7,9,374.42600000000016,16,26,18,6,3,0,1,0,0,2,0,1,-0.29937999999999887,Graph_MCTS
4,7,378.49800000000016,18,26,26,4,3,0,1,0,0,2,0,0,-0.16479999999999795,Graph_MCTS
5,10,423.52000000000015,17,28,21,5,4,0,2,0,0,2,0,0,-0.9694999999999985,Graph_MCTS
5,6,383.92000000000013,19,26,30,3,3,0,0,1,0,2,0,0,1.8312999999999997,Graph_MCTS
8,10,413.47500000000014,17,28,24,5,4,1,1,0,1,2,0,1,1.2637999999999998,Graph_MCTS
3,7,422.3060000000001,17,26,21,7,0,1,0,0,1,2,0,1,1.5816000000000003,Graph_MCTS
3,6,379.43900000000025,21,28,22,5,1,1,0,0,1,2,0,2,4.031620000000001,Graph_MCTS
5,8,356.4300000000001,18,26,24,6,2,0,0,0,1,2,0,0,-0.23719999999999752,Graph_MCTS
6,7,382.8920000000001,18,26,27,4,3,0,0,1,0,2,0,1,1.3385199999999995,Graph_MCTS
3,8,413.5190000000002,18,28,28,5,3,1,1,0,1,2,0,0,0.21670000000000156,Graph_MCTS
5,7,400.5450000000002,17,26,25,4,2,1,2,0,0,2,0,1,3.1130400000000016,Graph_MCTS
3,6,380.3970000000001,17,26,17,2,5,1,1,0,0,2,0,0,0.5483999999999999,Graph_MCTS
1,5,355.4340000000001,21,26,25,1,4,0,0,0,0,2,0,2,3.7171600000000034,Graph_MCTS
11,13,454.25900000000007,12,26,16,5,7,0,1,0,0,2,0,0,-4.048699999999998,Graph_MCTS
4,8,377.4700000000001,17,26,23,5,3,0,1,0,1,2,0,0,0.5387,Graph_MCTS
3,6,382.3880000000001,17,26,16,2,4,2,1,0,0,2,0,1,2.258,Graph_MCTS
3,8,472.9790000000001,21,31,17,4,3,0,2,1,2,2,0,2,4.5683200000000035,Graph_MCTS
1,3,375.87500000000006,20,26,23,3,1,1,0,1,1,2,0,1,4.086120000000003,Graph_MCTS
2,7,405.9550000000001,19,27,24,5,1,0,1,1,1,2,0,0,2.4555000000000007,Graph_MCTS
2,5,485.1610000000002,20,28,16,1,4,0,0,2,1,2,0,2,4.861620000000005,Graph_MCTS
1,4,375.46500000000015,20,26,22,1,3,1,1,0,0,2,0,0,3.287600000000002,Graph_MCTS
5,7,386.4960000000001,21,28,30,4,3,0,0,0,1,2,0,1,1.6335999999999997,Graph_MCTS
7,7,393.46300000000025,19,28,28,5,3,1,0,0,1,2,0,0,0.9482000000000017,Graph_MCTS
4,8,363.37000000000006,17,26,21,3,6,0,0,0,0,2,0,1,1.6155000000000002,Graph_MCTS
4,5,375.9000000000002,20,26,26,3,2,0,0,1,0,2,0,2,4.550620000000003,Graph_MCTS
4,6,355.4380000000001,20,26,25,3,3,0,0,0,1,2,0,1,2.5966000000000005,Graph_MCTS
5,5,357.34100000000007,18,26,16,3,4,1,0,0,1,2,0,2,2.0653999999999995,Graph_MCTS
5,7,386.8870000000002,19,27,23,6,1,0,0,1,1,2,0,2,3.14442,Graph_MCTS
1,3,372.94000000000017,22,26,29,2,1,0,0,1,0,2,0,2,4.968320000000005,Graph_MCTS
3,5,394.46600000000007,20,28,28,4,2,2,0,0,1,2,0,0,1.8166000000000002,Graph_MCTS
4,5,376.46000000000015,22,28,24,4,2,0,0,0,2,2,0,3,3.988200000000003,Graph_MCTS
4,6,349.394,19,26,19,5,2,0,0,0,1,2,0,2,1.6558899999999996,Graph_MCTS
4,7,386.54400000000015,21,28,34,6,1,0,0,0,1,2,0,1,1.4947200000000012,Graph_MCTS
3,5,406.398,19,26,33,3,2,0,0,2,0,2,0,0,2.8054000000000014,Graph_MCTS
2,6,382.5260000000002,19,26,30,2,4,0,1,0,0,2,0,0,3.4089000000000027,Graph_MCTS
5,7,429.6090000000002,24,31,39,5,2,0,0,0,1,2,0,0,2.2041000000000013,Graph_MCTS
4,6,388.8590000000002,18,27,21,6,2,0,0,1,1,2,0,1,1.5231000000000001,Graph_MCTS
3,7,404.92300000000023,19,27,21,4,2,0,1,1,1,2,0,2,4.414740000000003,Graph_MCTS
5,9,454.93200000000024,20,30,23,2,6,0,1,1,1,2,0,0,1.6941999999999997,Graph_MCTS
3,7,384.47700000000015,17,26,25,4,3,1,1,0,0,2,0,0,2.521600000000001,Graph_MCTS
3,4,455.38900000000024,24,31,24,4,1,0,0,2,2,2,0,3,5.483260000000005,Graph_MCTS
1,3,370.80700000000013,21,26,16,0,3,1,0,1,1,2,0,2,5.350040000000002,Graph_MCTS
5,10,553.7540000000001,28,38,35,5,3,0,2,0,1,3,0,1,3.9007000000000023,Graph_MCTS
0,5,488.65100000000035,30,36,37,4,1,1,0,0,1,3,0,0,6.160500000000007,Graph_MCTS
1,8,441.9370000000002,18,28,17,3,3,1,2,1,1,2,0,0,5.050880000000005,Graph_MCTS
1,4,435.9990000000002,26,31,30,3,1,0,0,1,1,3,0,1,5.289300000000006,Graph_MCTS
3,5,385.8950000000001,21,27,24,3,2,0,0,1,1,2,0,2,5.025020000000005,Graph_MCTS
1,6,356.4010000000002,19,26,21,4,2,1,0,0,0,2,0,1,2.394400000000001,Graph_MCTS
1,4,368.8640000000001,21,26,21,2,2,0,0,1,1,2,0,2,4.4005200000000055,Graph_MCTS
3,5,370.4490000000002,21,27,26,2,4,0,0,0,1,2,0,0,2.9125000000000014,Graph_MCTS
3,9,374.42600000000004,16,26,18,6,3,0,1,0,0,2,0,0,-0.9433199999999986,Graph_MCTS
5,6,387.91500000000013,20,27,26,5,1,0,0,1,1,2,0,1,2.5907,Graph_MCTS
2,7,384.8390000000002,17,26,22,4,3,1,0,1,0,2,0,0,3.4699000000000018,Graph_MCTS
3,7,390.4590000000002,20,28,27,4,3,1,0,0,1,2,0,1,3.2139200000000017,Graph_MCTS
9,10,407.5480000000002,17,28,29,9,1,0,1,0,1,2,0,0,-3.4472999999999976,Graph_MCTS
3,3,382.7980000000001,17,26,17,4,2,2,0,1,0,2,0,1,3.581690000000002,Graph_MCTS
3,7,355.39400000000006,19,26,21,3,4,0,0,0,1,2,0,1,1.2628,Graph_MCTS
3,7,386.45200000000017,20,28,26,4,4,0,0,0,1,2,0,1,1.21184,Graph_MCTS
4,10,413.50000000000017,16,27,20,5,3,1,2,0,1,2,0,1,1.4055199999999999,Graph_MCTS
4,5,398.2690000000002,17,26,18,5,1,1,0,2,1,2,0,1,2.3165999999999998,Graph_MCTS
5,6,358.41700000000014,19,26,23,4,2,1,0,0,1,2,0,1,2.9851200000000007,Graph_MCTS
5,6,385.4890000000002,20,27,23,3,3,0,1,0,1,2,0,2,3.336920000000002,Graph_MCTS
6,7,397.54500000000013,17,26,24,5,1,1,2,0,1,2,0,1,2.06212,Graph_MCTS
3,3,360.45700000000016,23,27,24,2,2,0,0,0,0,3,0,3,4.5413200000000025,MARS
1,1,358.481,25,27,26,0,2,0,0,0,0,3,0,3,5.518800000000005,MARS
2,2,288.35,19,22,16,2,1,0,0,0,0,3,0,3,4.110500000000002,MARS
2,2,331.415,22,25,21,1,2,0,0,0,0,3,0,3,4.650700000000003,MARS
2,3,412.4860000000001,22,29,21,2,3,1,1,0,0,3,0,3,4.309340000000002,MARS
2,3,412.4860000000002,22,29,21,2,3,1,1,0,0,3,0,3,4.195320000000002,MARS
1,3,385.38500000000005,22,28,18,1,2,3,0,0,0,3,0,3,5.272000000000003,MARS
3,3,364.4200000000001,22,27,21,2,2,1,0,0,0,3,0,3,4.372000000000003,MARS
4,5,411.4830000000001,21,29,21,3,4,0,1,0,0,3,0,3,3.087819999999999,MARS
2,3,398.4590000000001,21,28,19,2,3,1,1,0,0,3,0,3,4.0009200000000025,MARS
4,5,412.4670000000001,21,29,20,2,5,0,1,0,0,3,0,3,3.2112200000000004,MARS
1,3,367.39500000000004,22,27,19,1,2,2,0,0,0,3,0,3,5.132900000000003,MARS
3,3,346.43000000000006,22,26,22,2,2,0,0,0,0,3,0,3,4.232900000000003,MARS
3,4,396.4680000000001,21,28,20,2,4,0,1,0,0,3,0,3,3.5056200000000004,MARS
2,3,380.4690000000001,21,27,20,2,3,0,1,0,0,3,0,3,3.48552,MARS
2,3,332.403,21,25,20,2,2,0,0,0,0,3,0,3,3.643600000000003,MARS
3,4,413.47400000000016,21,29,20,3,3,1,1,0,0,3,0,3,3.583120000000002,MARS
3,4,413.4740000000001,21,29,20,3,3,1,1,0,0,3,0,3,2.7497000000000016,MARS
2,3,295.313,18,22,14,1,2,1,0,0,0,3,0,3,5.067200000000003,MARS
2,3,294.329,18,22,15,2,1,1,0,0,0,3,0,3,4.943800000000002,MARS
1,2,293.341,19,22,16,1,1,1,0,0,0,3,0,3,5.366100000000003,MARS
3,4,400.43100000000015,20,28,17,2,4,1,1,0,0,3,0,3,3.3363000000000023,MARS
1,1,296.40999999999997,20,22,24,0,2,0,0,0,0,2,0,2,4.604420000000004,MARS
4,5,349.4120000000001,16,24,19,3,4,0,1,0,0,2,0,2,1.2878,MARS
2,3,322.3610000000001,15,22,15,2,3,1,1,0,0,2,0,2,2.718540000000001,MARS
1,1,259.35200000000003,19,20,17,1,0,0,0,0,0,3,0,3,5.0210000000000035,MARS
2,3,380.46900000000005,21,27,20,2,3,0,1,0,0,3,0,3,3.7258200000000024,MARS
1,2,279.314,18,21,14,1,1,1,0,0,0,3,0,3,5.361600000000003,MARS
4,5,398.44000000000017,20,28,18,2,5,0,1,0,0,3,0,3,2.9028000000000014,MARS
1,1,277.34200000000004,19,21,16,1,0,1,0,0,0,3,0,3,5.1601000000000035,MARS
1,1,310.437,21,23,26,0,2,0,0,0,0,2,0,2,4.912840000000004,MARS
3,4,382.44100000000014,20,27,18,2,4,0,1,0,0,3,0,3,3.1972000000000014,MARS
3,4,427.50100000000015,22,30,22,3,3,1,1,0,0,3,0,3,2.9441000000000015,MARS
3,4,428.4850000000001,22,30,21,2,4,1,1,0,0,3,0,3,3.4932200000000013,MARS
3,4,395.4840000000001,21,28,21,3,3,0,1,0,0,3,0,3,2.6106000000000007,MARS
1,4,303.33299999999997,17,22,18,1,3,1,0,0,0,2,0,2,4.127200000000003,MARS
2,3,340.3510000000001,15,23,14,2,3,2,1,0,0,2,0,2,2.879620000000001,MARS
1,1,291.369,20,22,18,1,0,1,0,0,0,3,0,3,5.468520000000003,MARS
2,3,256.305,15,19,16,2,2,0,0,0,0,2,0,2,2.3612200000000003,MARS
3,4,382.44100000000003,20,27,18,2,4,0,1,0,0,3,0,3,2.882700000000002,MARS
3,3,346.4300000000001,22,26,22,2,2,0,0,0,0,3,0,3,4.232900000000003,MARS
1,1,376.471,25,28,25,0,2,1,0,0,0,3,0,3,5.657900000000005,MARS
2,4,298.386,18,22,22,2,2,0,0,0,0,2,0,2,3.3226000000000013,MARS
2,3,366.442,20,26,18,2,3,0,1,0,0,3,0,3,3.177100000000002,MARS
2,3,354.3780000000001,16,24,16,2,3,2,1,0,0,2,0,2,3.1336000000000013,MARS
2,2,262.25899999999996,14,19,12,2,1,2,0,0,0,2,0,2,2.535400000000001,MARS
1,8,351.31300000000005,15,25,15,5,3,2,0,0,1,2,0,3,0.8925999999999994,MARS
1,2,261.324,18,20,15,1,1,0,0,0,0,3,0,3,4.728100000000003,MARS
3,4,286.331,16,21,18,2,3,0,0,0,0,2,0,2,2.6803999999999997,MARS
3,4,289.31,15,21,16,3,2,1,0,0,0,2,0,2,2.0269,MARS
0,7,336.298,15,24,14,4,3,2,0,0,1,2,0,3,1.329699999999999,MARS
3,4,409.51100000000014,22,29,23,3,3,0,1,0,0,3,0,3,2.8050000000000015,MARS
3,3,312.41299999999995,19,23,24,2,2,0,0,0,0,2,0,2,3.5816,MARS
2,3,336.3880000000001,16,23,17,2,3,1,1,0,0,2,0,2,2.972520000000001,MARS
1,1,295.33200000000005,19,22,15,1,0,2,0,0,0,3,0,3,5.2992000000000035,MARS
0,1,246.30900000000003,18,19,14,0,1,0,0,0,0,3,0,3,5.145900000000004,MARS
3,4,337.37600000000015,15,23,16,3,3,1,1,0,0,2,0,2,1.86882,MARS
2,2,288.39400000000006,20,22,20,2,0,0,0,0,0,3,0,3,4.911620000000004,MARS
2,2,315.3879999999999,19,23,22,1,2,1,0,0,0,2,0,2,4.592400000000002,MARS
1,7,335.3140000000001,15,24,15,5,2,2,0,0,1,2,0,3,0.9609999999999996,MARS
1,2,287.378,18,21,22,1,1,1,0,0,0,2,0,2,2.9052000000000016,MARS
1,1,273.379,20,21,19,1,0,0,0,0,0,3,0,3,5.329420000000004,MARS
0,2,305.368,18,22,21,1,1,2,0,0,0,2,0,2,3.8140000000000036,MARS
0,1,288.39000000000004,21,22,20,0,1,0,0,0,0,3,0,3,5.112900000000004,MARS
2,6,288.30300000000005,15,21,16,2,4,0,0,0,0,2,0,2,1.6822,MARS
2,3,308.33400000000006,14,21,13,2,3,1,1,0,0,2,0,2,2.41012,MARS
2,2,212.29600000000002,14,16,16,2,0,0,0,0,0,2,0,2,3.1893200000000004,MARS
1,4,303.33299999999997,17,22,18,1,3,1,0,0,0,2,0,2,4.127200000000003,MARS
3,4,338.3600000000001,15,23,15,2,4,1,1,0,0,2,0,2,1.9024199999999998,MARS
4,5,335.38500000000005,15,23,17,3,4,0,1,0,0,2,0,2,1.34832,MARS
2,3,290.34400000000005,14,20,14,2,3,0,1,0,0,2,0,2,1.89472,MARS
2,2,255.31699999999998,16,19,17,1,2,0,0,0,0,2,0,2,3.427900000000001,MARS
2,2,244.269,14,18,13,2,1,1,0,0,0,2,0,2,2.2603,MARS
1,1,282.3829999999999,19,21,22,0,2,0,0,0,0,2,0,2,4.296000000000003,MARS
2,2,275.35100000000006,19,21,17,1,1,0,0,0,0,3,0,3,4.726600000000003,MARS
3,4,333.41300000000007,16,23,19,3,3,0,1,0,0,2,0,2,1.5821999999999998,MARS
2,6,302.33,16,22,18,2,4,0,0,0,0,2,0,2,1.9696199999999993,MARS
3,3,271.316,16,20,17,1,3,0,0,0,0,2,0,2,3.133500000000002,MARS
1,7,318.308,15,23,15,4,3,1,0,0,1,2,0,3,0.7719999999999989,MARS
