smiles,QED,SA,EGFR_Docking,HER2_Docking,source
[C@@](O)([C@H]1CC(=O)N(Cc2cccc(F)c2)C1)c1ccc(N)c(F)c1,0.747,3.942,-9.55,-10.1,seed333
[C@@]1(C)CCN(C(=O)NCc2ccccc2[N+](=O)[O-])C1,0.569,3.496,-9.1,-8.4,seed333
[C@@](O)(CNC(=O)c1ccc(C(C)(C)C)cc1)[C@@H]1CCCO1,0.796,3.827,-8.9,-9.8,seed333
[C@@]1(CCc2cccnc2)Nc2nc(C3CCCC3)ncc21,0.831,3.966,-9.1,-9.6,seed333
[C@@]1(C)CCCN1c1cc(C([N-])=O)cc([N+](=O)[O-])c1,0.506,4.246,-8.7,-7.9,seed333
[C@@](C#N)S(=O)(=O)c1noc(-c2ccccc2F)n1,0.727,4.201,-8.4,-8.4,seed333
[C@@]1(CC#N)CCCC(=O)N1c1ccccc1,0.658,3.617,-8.3,-7.5,seed333
[C@@](O)(c1ccccc1)c1n[nH]c(N2CCCC[C@@H]2C)c1[N+](=O)[O-],0.568,4.329,-8.8,-9.4,seed333
[C@@](C#Cc1ccc(C(=O)Oc2cccc([N+](=O)[O-])c2)cc1)C(=O)[O-],0.173,3.792,-9.2,-10.1,seed333
[C@@]1(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)NC(=S)N1c1ccccc1,0.679,3.515,-9.35,-9.2,seed333
[C@@]1(CNc2cc([N+](=O)[O-])ccc2Cl)CCCCC1=O,0.578,3.67,-8.75,-9.1,seed333
[C@@]Oc1ccccc1OCC(=O)Nc1ccc([N+](=O)[O-])cc1F,0.553,3.39,-8.85,-9.4,seed333
[C@@]1(C)Cc2ccccc2N1CCn1cc([N+](=O)[O-])cnc1=O,0.535,3.874,-9.25,-9.7,seed333
[C@@]1(C(=O)CCC(=O)N/N=C/c2ccccc2C#N)n(CCCc2ccccc2)C1,0.286,4.123,-8.95,-10.2,seed333
[C@@]Oc1ccc(Nc2ncnc(-c3ccccc3)n2)cc1Cl,0.693,3.523,-9.1,-10.9,seed333
[C@@](C#Cc1ccc(C(=O)Nc2cc(S(=O)(=O)N(C)C)n[nH]2)cc1)c1ccc(F)cc1,0.516,4.081,-9.45,-10.5,seed333
[C@@](CNC(=O)N1CCN(C(=O)[C@H]2CCCO2)CC1)c1ccccc1N1CCCC1,0.721,4.126,-9.2,-9.5,seed333
[C@@](C#Cc1ccccc1)C(=O)Cn1c(=O)[nH]c2ccccc21,0.65,3.755,-9.2,-9.5,seed333
[C@@](O)(c1ccccc1F)N[C@@H](C(=O)Nc1ccc(Cl)cc1)c1cccc(C#N)c1,0.459,3.803,-9.6,-9.7,seed333
[C@@]Oc1ccc(C(=O)NC[C@@H]2CCCO[C@H]2c2ccccc2[N+](=O)[O-])cc1OC,0.468,4.477,-9.35,-9.6,seed333
[C@@]1(CNC(=O)c2ccc[nH]2)Nc2ccccc21,0.646,3.737,-8.65,-8.9,seed333
[C@@]1(CNC(=O)c2ccc[nH]2)CCC1(C)C,0.68,4.109,-8.25,-7.7,seed333
[C@@]Oc1ccc2nc(NC(=O)CCC(=O)c3cccc(OC)c3)oc2c1,0.556,3.655,-9.0,-10.5,seed333
[C@@]1(C(=O)c2cc(Br)c(F)cc2F)NC(=S)N=C1SCc1cccs1,0.319,4.301,-9.0,-8.8,seed333
[C@@](CCl)c1cccc(OCC(F)(F)F)c1,0.629,3.824,-8.15,-7.7,seed333
[C@@]1(c2ccccc2)NC(=O)N1CCNC(=O)c1cc2ccccc2[nH]1,0.571,3.482,-9.4,-11.0,seed333
[C@@](C#C/[NH+]=C(/N)Nc1cccc(OCC(=O)N2CCCC2)c1)C1CCCC1,0.21,4.344,-9.3,-10.2,seed333
[C@@](C#N)C(=O)Nc1cnn(C)c1,0.563,4.369,-7.45,-5.8,seed333
[C@@]1(CNc2ccccc2-n2cccn2)CCCN1C(=O)OCc1ccccc1,0.6,3.596,-9.25,-9.9,seed333
[C@@]1(CNC(=O)[C@@H]2CCCN(c3ccccc3)C2(C)C)CCC1,0.822,4.292,-8.55,-8.6,seed333
[C@@](CCl)CSc1nc(-c2ccccc2)n[nH]1,0.405,4.031,-8.3,-8.0,seed333
[C@@](CNCS(=O)(=O)c1cccc(Cl)c1)N1CCNC1=O,0.658,4.19,-8.45,-8.5,seed333
[C@@]=CCN1C(=O)/C(=C\c2ccc(S(=O)(=O)OC)cc2)SC1=S,0.359,4.03,-8.35,-7.1,seed333
[C@@](CNc1ncnc2c1nnn2Cc1ccccc1F)c1ccccc1,0.481,3.708,-9.4,-10.2,seed333
[C@@]1(C#N)C[C@H]1C(=O)N[C@H](Cc1ccccc1)c1ccccc1,0.819,4.063,-9.2,-8.4,seed333
[C@@]1(C)CC(=O)N(c2ccc(Cl)cc2)C1=Cc1ccccc1,0.686,3.429,-9.25,-9.2,seed333
[C@@]1(C#N)CCC[C@H]1C(=O)Nc1cccc([N+](=O)[O-])c1,0.565,4.098,-8.95,-9.0,seed333
O=C([O-])CCn1ncc2cc(CSc3nc4ccccc4nc3)ccc2c1=O,0.362,3.831,-9.4,-10.4,seed999
O=C(OC[C@@H]1COCCO1)c1ccc(N2CCCC2)c(Br)c1,0.663,3.766,-8.5,-8.9,seed999
N#CC(c1ccc(Cl)c(Cl)c1)C(=O)N1CCN(c2ccccc2F)CC1,0.691,3.673,-9.1,-7.4,seed999
O=C(NCC1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)c1ccco1,0.762,3.048,-9.1,-9.1,seed999
Fc1ccc(-n2cccn2)nc1,0.536,3.155,-7.95,-6.7,seed999
FN(C#Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,0.172,3.647,-8.8,-9.3,seed999
FN1CCC[C@@H]1c1ccc(Cl)cc1,0.527,3.881,-8.2,-7.5,seed999
O=C(CCN1c2ccccc2-c2ccccc21)Nc1ccccc1C(F)(F)F,0.373,2.973,-9.9,-11.5,seed999
FN1CC[C@H](Nc2ccc(Cl)cc2Br)C1,0.74,4.157,-8.4,-7.3,seed999
Nc1cc(F)cc(C(=O)N2CCC(c3nc(C(F)(F)F)cn3C(F)F)CC2)c1,0.518,3.931,-9.2,-9.7,seed999
Fc1ccc(-c2n[nH]c(SCc3ccc(Cl)cc3)n2)cc1,0.617,3.101,-9.05,-9.9,seed999
FC(F)(F)C(F)(F)C[C@@H](O)c1cc(Br)ccc1Cl,0.679,4.085,-8.5,-8.3,seed999
Fc1ccccc1-c1ncc(CN2CCN(c3cccc(Cl)c3)CC2)nc1Cl,0.504,3.305,-9.45,-9.5,seed999
c1ncc(C[NH2+]Cc2ccco2)c2ccc(Br)cc12,0.704,4.295,-8.8,-9.3,seed999
COc1ccccc1OCC(=O)N(C)CCc1ccc(OC)cc1,0.647,2.752,-8.7,-8.8,seed999
O=C(CCc1n[nH]c2ccc(Br)cc12)N1CCCCC1,0.835,3.317,-9.0,-9.6,seed999
c1ccc(CN2CCC[C@@H]2c2nc3ccccc3[nH]2)cc1,0.687,3.355,-8.95,-9.9,seed999
c1cc(NC[C@@H]2CCCN(c3ncccn3)C2)ccc1,0.825,3.425,-8.8,-8.4,seed999
c1ccc(-c2noc(-c3cccs3)n2)cc1,0.574,2.831,-8.55,-8.9,seed999
c1ccc(-c2nnc(NC3CCN(C(=O)NCc4ccco4)C3)o2)c(OC2CCCCC2)c1,0.447,4.087,-10.1,-10.7,seed999
CCc1nnc(CN(C)CN2CCN(c3ccccc3C(F)F)CC2)s1,0.636,3.722,-8.8,-9.4,seed999
Cc1nn(C)cc1NC(=O)CN(C)C(=O)c1ccccc1,0.824,3.018,-8.6,-8.4,seed999
COC(=O)[C@@H](C)NC(=O)[C@H](C)OC(C)C,0.58,4.017,-7.75,-6.4,seed999
CN(C)c1cc(C(=O)N(C2CC2)c2ccccc2)cc(OC(F)F)c1Cl,0.62,3.534,-8.6,-9.0,seed999
C[C@@H](NC(=O)Cc1cccc2sccc12)c1ccc(OC(F)F)cc1,0.577,3.591,-9.3,-10.1,seed999
[C@@H]Oc1ccc(NCCC(=O)NCC(C)C)cc1Cl,0.708,3.503,-8.15,-8.4,seed999
[C@@H](C(=O)N1CCSC[C@H]1CN1CCOCC1)c1cc(F)c(F)cc1F,0.655,4.482,-9.1,-7.6,seed999
[C@@H]1CCC[C@@H](Oc2ccccc2)C1,0.57,3.924,-8.2,-7.6,seed999
[C@@H]#C/C=C/c1cccc([N+](=O)[O-])c1,0.291,3.515,-8.1,-7.2,seed999
[C@@H]Oc1ccccc1CCNC(=O)NC[C@@H](c1ccco1)C(C)C,0.678,4.219,-8.7,-9.3,seed999
[C@@H](NCc1ccc2c(c1)CCC2=O)C1CCCC1,0.778,3.79,-8.95,-9.5,seed999
N#CC[C@@]1(O)CCCN1C(=O)Cc1ccccc1Cl,0.821,4.258,-8.7,-7.7,seed999
c1cccn1C[C@H]1CCCCN1C(=O)c1ccccc1,0.739,3.538,-8.55,-8.1,seed999
c1cnc(N2CCC[C@@H](C(=O)N[C@@H](C)Cn3cccn3)C2)cc1,0.812,3.982,-8.8,-9.0,seed999
c1ccc(C2(NCCOc3ccc(Cl)c(Cl)c3)CCOCC2)cc1,0.654,3.328,-9.15,-9.3,seed999
c1ccc(N2C[C@H]3c4ccccc4C[C@@H]3O[C@H]2c2cccnc2)cc1,0.6,4.427,-9.8,-9.9,seed999
c1ccc(Cl)c2c1N[C@@H](C#N)CN2c1ccc(F)cc1,0.763,4.192,-8.6,-7.5,seed999
c1csc(Cn2ccccc2=O)c1CNC(=O)c1ccc(Br)cc1,0.607,3.334,-9.25,-10.1,seed999
c1ccc2c(c1)CC[C@](CNC(=O)c1ccccc1)C2,0.806,3.227,-9.3,-10.4,seed999
c1cncc(CS(=O)(=O)Cc2ccc(C(N)=O)cc2)c1,0.798,3.023,-8.6,-9.2,seed999
c1ccc(-c2nc(C(=O)N3CCC(C(C)(C)C)CC3)oc2C#N)cc1,0.727,3.697,-9.15,-10.1,seed999
c1csc(-c2n[nH]c3c2CCC[C@H]3CN2CCN(c3ccc(F)cc3)CC2)c1,0.604,4.03,-9.75,-9.9,seed999
c1ccccc1CCN1CCN(C=O)c2ccccc21,0.694,3.176,-8.95,-9.3,seed999
O=C(/C=C/c1ccc(C(F)(F)F)cc1)N1CCC(OC2CCCCC2)CC1,0.583,3.383,-9.3,-10.4,seed999
c1ccc2nsnc2c1,0.45,3.029,-7.5,-5.8,seed999
c1ccc(C[C@@H](O)c2cccc(F)c2)cc1OC(F)(F)F,0.765,3.439,-9.35,-9.7,seed999
c1cnc(-c2ccccc2CNC(=O)C(=O)N(C)CC(C)(C)O)cc1,0.709,3.455,-9.1,-9.6,seed999
O=C(CC1CCCC1)N[C@@H]1c2ccccc2CC[C@H]1c1cc(F)ccc1F,0.665,4.045,-10.0,-10.2,seed999
Fc1ccc(C[NH2+]CCOc2ccccc2)cc1,0.675,3.674,-8.45,-8.6,seed999
c1ccccc1COc1ccccc1C(=O)N1CC[C@H](c2ccc(F)cc2)C1,0.526,3.273,-9.9,-11.0,seed999
c1ccc(CCCN2C(=O)C[C@@H](C)C2=O)cc1,0.643,3.348,-8.6,-8.7,seed999
O=S(=O)(c1cccc(F)c1)N(CCC(F)F)C1CCCCC1,0.693,3.435,-8.8,-7.9,seed999
c1ccc(-n2nnnc2SCC(=O)[O-])cc1,0.564,3.474,-8.25,-8.1,seed999
c1cccc2cc(CNC(=O)NCc3nc(C(N)=O)nc4ccccc34)cnc12,0.386,3.437,-9.6,-11.2,seed999
c1csc2c1[C@@H](c1ccccc1)CCC2,0.567,3.468,-8.55,-8.7,seed999
O=C([O-])COc1ccccc1C(=O)N/N=C\c1ccc(Cl)cc1Cl,0.524,3.442,-8.65,-7.7,seed999
c1cnn2cc(CNCCOc3occc3F)nnc12,0.578,4.151,-8.45,-8.3,seed999
c1cc2cc(CN3CCCC3)nn2cc1Cl,0.698,3.454,-8.5,-8.3,seed999
c1cccc(C(=O)N2CCC(NC(=O)c3ccncc3)CC2)c1,0.844,2.779,-9.0,-9.9,seed999
c1cncc(-c2noc(C3CC[NH+](CCS(=O)(=O)c4ccccc4)CC3)n2)c1,0.573,4.337,-9.4,-9.8,seed999
S=C(N[C@@H]1CCSc2ccccc21)N1CCc2ccccc21,0.691,3.873,-9.45,-8.5,seed999
COc1ccc(/C=C(\C#N)C(=O)Nc2ccc3[nH]ccc3c2)cc1,0.468,3.174,-9.05,-10.6,seed999
O=C(Nc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1)N[C@H]1C=CCC1,0.62,3.745,-9.45,-10.4,seed999
S=[P@@]1(Cc2ccccc2)CN1c1ccccc1,0.504,4.391,-8.45,-8.7,seed999
Sc1ccc(-n2cc(-c3ccccc3)nn2)c(C(=O)[O-])c1,0.645,3.798,-8.85,-8.8,seed999
Sc1cc(S(=O)(=O)N2CCc3ccccc3C2)[nH]n1,0.724,3.875,-8.85,-8.6,seed999
S=C1CCCCN1c1ccc(NC(=O)C2=CCCC2)cc1,0.755,3.539,-9.05,-9.9,seed999
SC(/N=C/c1ccc2c(c1)OCCO2)c1ccccc1,0.591,3.975,-8.85,-8.8,seed999
Sc1ccc(C(=O)N2CCC[C@@H]2c2nccs2)cc1,0.76,3.879,-8.55,-7.1,seed999
S=C(NCCc1cccs1)NC[C@@H](c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,0.38,3.683,-9.2,-9.6,seed999
Sc1ccc(-c2cccnc2)cc1,0.577,2.977,-8.25,-7.5,seed999
S=C(c1ccc(Br)cc1)N1CCCC1,0.621,2.925,-8.15,-7.3,seed999
S[C@@H]1CCCN(Cc2nc(-c3cccs3)nc3nccn23)C1,0.65,4.471,-8.75,-7.6,seed999
S[C@H]1CC[C@@H](c2ccccc2)O1,0.554,4.365,-7.8,-6.9,seed999
[C@H]1CCCC[C@@H]1OCc1nc2ccccc2s1,0.717,4.184,-8.55,-9.1,seed999
[C@H](C)c1ccc(N/C=C2\Oc3c(c4c([nH]c5ccccc45)C3)C(=O)C2)cc1,0.599,4.416,-9.5,-11.8,seed999
[C@H](C)c1ccccc1O[C@H]1CCc2c(sc(N)n2)C1,0.834,4.388,-8.95,-8.8,seed999
[C@H]1C[C@@H]2CCC[C@@H]2C(=O)N1CCNC(=O)c1ccccc1,0.822,4.328,-9.05,-9.7,seed999
[C@H]S(=O)(=O)c1ccc(F)cc1C(=O)NNC(=O)c1cccc(F)c1F,0.534,3.601,-9.4,-9.9,seed999
[C@H]Oc1ccc(NC(=O)c2cccc(C#N)c2)cc1Br,0.835,3.378,-8.8,-9.6,seed999
[C@H]Oc1ccccc1NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2)C1,0.801,3.667,-9.6,-9.3,seed999
[C@H]1C=C/C(=N\Nc2ccc(F)cc2)C(=O)N1c1ccccc1,0.782,3.659,-9.15,-10.3,seed999
N#CC1[C@H]2CCCC[C@H]2C(=O)N1c1ccc(F)cc1,0.677,4.402,-8.7,-7.8,seed999
O=C1CCCC(=O)N1CCOc1ccc(F)cc1,0.666,2.845,-8.6,-8.7,seed999
[C@H]Oc1ccc(CCC(=O)OCC(=O)NCc2ccc(Cl)cc2)cc1,0.635,3.205,-8.5,-9.2,seed999
[C@H]1C(=O)NC2=C(C(=O)CCC2)[C@@H]1c1ccc(OC(F)(F)F)cc1,0.81,4.342,-9.2,-9.8,seed999
[C@H](C)C(=O)Nc1cccc(Br)c1[N+](=O)[O-],0.578,3.724,-8.15,-7.0,seed999
[C@H]1C(=O)C(=O)NC(=S)N1c1ccccc1Cl,0.505,3.925,-8.35,-7.1,seed999
[C@H]Oc1ccc(Cl)c(NC(=O)[C@@H]2CC(=O)N(c3ccccc3[N+](=O)[O-])C2)c1,0.526,4.013,-9.4,-9.4,seed999
[C@H]Oc1ccc(Nc2nc(CSc3ncn[nH]3)cs2)cc1OC,0.534,3.912,-8.55,-9.2,seed999
[C@H](CNC(=O)c1cccc(OCc2ccccc2)c1)NC[C@@H]1CCS(=O)(=O)C1,0.529,3.993,-9.2,-9.8,seed999
[C@H]1CCCC[C@@H]1NC(=O)CN(C)C(=O)c1cccc(Cl)c1,0.829,3.976,-8.7,-9.2,seed999
[C@H](S)C(=O)Nc1ccc(NC(=O)c2cccc(Cl)c2)cc1,0.654,3.051,-8.75,-9.6,seed999
[C@H]OC(=O)c1cc(C)cc(Oc2cccc(C(=O)NC3CCCCC3)c2)c1,0.682,3.4,-9.35,-11.0,seed999
[C@H](C#N)Nc1ncc(Cl)c2ncccc12,0.739,4.076,-8.05,-7.1,seed999
[C@H](C(N)=S)N(Cc1ccc(Cl)cc1)C1CCOCC1,0.748,3.894,-8.35,-6.9,seed999
[C@H](NC(=O)CCc1ccccc1)c1cccc(NN)c1,0.456,3.414,-9.1,-9.5,seed999
[C@H](C)CNC(=O)NC1CCCCC1,0.588,3.466,-8.15,-7.2,seed999
[C@H]1C[C@](C#N)([C@H]2CCCN(c3cccc(F)c3)C2)C1,0.71,4.35,-8.9,-8.9,seed999
[C@H](CNC(=O)[C@@H]1CCCN1C(=O)c1cccc(C(F)(F)F)c1)N1N=C(c2cccnc2)N=N1,0.507,4.381,-9.4,-10.2,seed999
[C@H]Oc1ccccc1-c1nnc(SC2CCCCC2)o1,0.743,3.806,-8.9,-9.9,seed999
[C@H](C)NC(=O)c1ccccc1N(C)Cc1c(F)cccc1F,0.816,3.586,-8.95,-7.9,seed999
[C@H]Oc1ccc(CNC(=O)/C=C/c2ccc(Cl)cc2Cl)cc1,0.725,3.422,-8.85,-9.2,seed999
[C@H](C)c1ccccc1Oc1ccccc1OCC#N,0.709,3.345,-8.5,-8.7,seed999
[C@H]1CC[C@H](C(=O)N2CCC(OCc3ccco3)CC2)C1,0.749,4.222,-8.6,-8.2,seed999
[C@H](C#N)NC(=O)CCN1C(=O)c2ccccc2C1=O,0.693,3.621,-8.6,-8.3,seed999
[C@H]1C(C)(C)O[C@@H]1C(=O)NCC(=O)Nc1ccc(F)cc1OCc1ccccc1,0.668,3.895,-9.25,-9.8,seed999
Cc1cc(F)cc(NCCn2ccc(C(=O)N3CCN(c4ccccc4)CC3)n2)c1C,0.559,3.337,-9.5,-10.1,seed999
O=C(NCc1cn(Cc2cccnc2)cn1)c1ccc(=O)[nH]c1,0.634,3.482,-8.85,-9.7,seed999
Nc1ccc2c(c1)N(C)C(=O)/C(=C\c1cccc3ccccc13)C2=O,0.321,3.297,-9.45,-9.8,seed999
FC(F)(F)C(F)(F)Oc1cc2c(cc1Cl)OCCO2,0.681,3.583,-8.7,-8.3,seed999
[C@H](C)Nc1ccccc1C#N,0.592,3.608,-7.65,-5.7,seed999
[C@H]Oc1ccc(F)cc1CN(C)C(=O)c1cc(Cl)ccc1N,0.779,3.564,-9.0,-8.8,seed999
[C@H](C#N)S(=O)(=O)CC(=O)Nc1ccccc1C(C)(C)C,0.82,3.717,-8.65,-8.4,seed999
[C@H]Oc1ccc(OC2CCN(C(=O)NC3CC3)CC2)cc1OC,0.806,3.555,-8.55,-9.0,seed999
[C@H](CNc1ncnc(N(C)C)n1)c1ccccc1,0.763,3.707,-8.55,-8.8,seed999
[C@H]Oc1cccc(OCC(=O)NC[C@](C)(O)c2ccccc2)c1,0.722,3.917,-8.8,-9.6,seed999
[C@H](C)N(C)c1ccc(C(C)C)nn1,0.61,4.267,-8.05,-7.2,seed999
[C@H]Oc1cccc(NC(=O)N2CCC(CC(C)C)CC2)c1,0.809,3.503,-8.8,-9.8,seed999
[C@H]Oc1cccc2cc(NC(=O)CCNC(=O)c3ccccc3)oc12,0.624,3.546,-9.25,-10.2,seed999
[C@H](C)S(=O)(=O)Cc1ccc(NCc2c(F)cccc2F)cc1,0.782,3.429,-8.7,-9.2,seed999
[C@H](C#N)c1ccc(C(=O)N[C@@]2(C)CCOC2)cc1,0.778,4.477,-8.6,-8.5,seed999
[C@H]Oc1cccc(C(=O)NC[C@](C)(O)CCCCCN2CCOCC2)c1,0.524,4.106,-8.55,-8.6,seed999
[C@H]1CCC[C@@H]1CNC(=O)c1cnc(-c2ccccc2F)s1,0.836,4.175,-8.8,-9.8,seed999
[C@H]Oc1ccc(S(=O)(=O)N2CCC[C@@H](C(=O)Nc3cccc(C#N)c3)C2)cc1,0.736,3.891,-9.35,-9.1,seed999
[C@H](C)[C@@H](NC(=O)C1=NN(Cc2ccccc2)c2ccccc2c1=O)c1ccccc1F,0.412,3.955,-9.85,-9.3,seed999
[C@H]Oc1ccccc1CC[C@@H](C)NC(=O)c1cccc2cnccc12,0.641,3.907,-9.3,-10.0,seed999
[C@H]1C[C@](CCC(=O)NNC(=O)Cn2cccn2)CC(=O)O1,0.482,4.421,-8.6,-8.9,seed999
[C@H]Oc1ccc2[nH]cc(CCC(=O)Nc3ccc(Cl)cc3)c2c1,0.628,3.352,-8.95,-10.3,seed999
[C@H](Cc1cccc(C(F)(F)F)c1)NNC(=O)c1ccc(-c2ccccc2)cc1,0.364,3.246,-9.7,-12.4,seed999
[C@H]1C(C)=NC=C1C(=O)N[C@H](c1ccc(Br)cc1)C1CC1,0.8,4.456,-8.7,-8.0,seed999
[C@H](c1ccccc1OCCNC(=O)C1CCOCC1)c1ccc(F)cc1,0.674,3.363,-9.15,-10.2,seed999
[C@H]1CCC[C@](C#N)(NC(=O)c2ccnc3ccccc23)C1,0.818,4.236,-9.1,-9.4,seed999
[C@H]Oc1ccc(OC(=O)C[C@@H]2C=CCC2)cc1,0.353,4.285,-8.25,-8.5,seed999
[C@H]1CCCN(C(=O)COc2ccc(F)cc2F)C1,0.727,3.452,-8.75,-8.8,seed999
[C@H](C)c1nnc(CN2CCN([C@H](c3ccccc3)C(=O)NCc3ccccc3)CC2)s1,0.49,4.025,-9.35,-9.1,seed999
[C@H](CCC1(C(=O)[O-])CCCC1)c1ccc(Br)cc1,0.738,4.201,-8.7,-9.0,seed999
[C@H]Oc1cccc(NC(=O)NCc2c(F)cccc2Cl)c1,0.801,3.376,-8.9,-9.7,seed999
[C@H](C)c1ccc(NC(=O)CCC(F)(F)F)cc1[N+](=O)[O-],0.566,3.591,-8.5,-9.1,seed999
[C@H]1CCN(c2ccccc2COC2CCCCC2)C1,0.71,3.577,-8.7,-7.9,seed999
[C@H]#CCNC(=O)N[C@H](C)c1cccc(Cl)c1,0.678,3.583,-8.3,-8.3,seed999
[C@H](C)c1c(C(=O)NNc2cccc(Br)c2)cnn1C,0.751,3.789,-8.55,-9.2,seed999
[C@H](C)n1nncc1CNC(=O)CCc1ccc(Br)cc1,0.781,3.775,-8.55,-9.1,seed999
[C@H]Oc1ccc(NC(=O)[C@@H]2CCCN(c3c(C#N)cc(=O)[nH]c3C)C2)cc1,0.768,4.361,-9.1,-8.3,seed999
[C@H](C#N)Cn1cc([N+](=O)[O-])ccc1=O,0.414,4.146,-8.0,-6.7,seed999
[C@H]Oc1ccc(CC[NH2+]CC2CCN(C(=O)OC(C)(C)C)CC2)cc1,0.705,4.366,-8.65,-9.0,seed999
[C@H]C(C#Cc1ccc(C#N)cc1)NC(=O)CNc1cccc(F)c1,0.75,4.172,-8.95,-9.7,seed999
[C@H](C(=O)Nc1cccc(Cl)c1C(N)=O)C(=O)CCc1ccc(C(N)=O)cc1,0.497,3.51,-9.35,-9.9,seed999
[C@H]1OC[C@@H](OCC(C)(C)CC(=O)Nc2ccc(-c3ccco3)cc2)C1,0.716,4.435,-8.85,-9.7,seed999
[C@H](C#N)CS(=O)(=O)N1CCN(c2cnccc2F)CC1,0.704,4.04,-8.6,-7.4,seed999
[C@H]1C(C)(C)[C@@H]1CC[C@](C)(O)c1ccc(C(C)C)cc1,0.715,4.494,-8.3,-9.2,seed999
[C@H]OC(=O)c1c(N)cccc1OCc1cc(C#N)cs1,0.589,4.072,-8.5,-7.4,seed999
[C@H](CCCNC(=O)[C@@H]1CC(=O)N(C2CC2)C1)c1ccccn1,0.677,4.127,-8.5,-9.4,seed999
[C@H](C)c1ccc(Oc2ccc(C(=O)NC[C@@H]3CCCO3)cc2)cc1,0.775,3.618,-8.85,-10.2,seed999
[C@H]1CCC[C@@H](NC(=O)c2[nH]c3cc(F)ccc3n2)C1,0.772,4.182,-8.95,-9.7,seed999
[C@H]Oc1cccc(F)c1C(=O)Nc1ccccc1SCc1ccccc1,0.493,3.322,-9.4,-8.7,seed999
[C@H]Oc1ccc(C(C)C)cc1S(=O)(=O)NCCNS(C)(=O)=O,0.573,3.777,-8.35,-8.8,seed999
[C@H](C#N)c1ccnc(Cn2cncn2)c1,0.631,4.21,-8.1,-7.1,seed999
[C@H]1CCCN(C(=O)[C@H](C)SCC(=O)Nc2ccccc2CN2CCOCC2)C1,0.656,4.083,-9.0,-9.7,seed999
[C@H]1C[C@@](C#N)(Nc2ccc(C(F)(F)F)cc2)CC1,0.77,4.448,-8.75,-9.3,seed999
[C@H]O/N=N\c1ccc2c(c1)C(=O)N(CC(=O)N1CCN(c3ccccc3)CC1)C2=O,0.332,3.764,-9.2,-10.0,seed999
O[C@@H](COc1ccc(Br)c([N+](=O)[O-])c1)C(F)F,0.569,4.015,-8.35,-7.6,seed999
CCCC1(CCC)CCOC(=O)C1(C)C,0.566,4.317,-7.9,-6.0,seed999
[C@H]=C(Nc1ccccc1)c1ccccc1[N+](=O)[O-],0.556,3.226,-8.9,-9.1,seed999
[C@H]Oc1cc(NC(=O)CN2CC[NH+](C)CC2)c(OC)cc1OCc1ccccc1C,0.586,4.342,-8.9,-8.8,seed999
[C@H]Oc1ccccc1CNC(=O)Cc1ccc(CC[NH+](C)C)cc1,0.668,4.101,-8.95,-9.0,seed999
[C@H](c1ccccc1Br)N1CCN(S(=O)(=O)/N=C/c2ccco2)CC1,0.61,4.222,-9.0,-8.7,seed999
[C@H](CNC(=O)C1CCCC1)n1ncnc1C1CC1,0.757,4.035,-8.4,-8.9,seed999
[C@H](C)c1ccc(OCCN(C)C(=O)[C@@H]2CCCO2)cc1,0.7,3.968,-8.35,-8.7,seed999
[C@H]1CCCC[C@H]1NC(=O)N[C@H](c1ccc(F)cc1)c1ccccc1,0.761,4.114,-9.3,-10.4,seed999
[C@H](C#N)CO[C@@H]1CCN(CC(=O)N2CCCC2)C1,0.564,4.271,-8.05,-7.5,seed999
[C@H]c1cnn(CC(=O)Oc2c(F)cccc2F)c1C,0.53,3.99,-8.65,-8.5,seed999
[C@H]#CCOc1ccc(/C=N/NC(=O)C[C@@H]2C=CCC2)cc1,0.277,4.027,-8.5,-9.3,seed999
[C@H](CC(=O)Nc1ccccc1NC(=O)C1CCC1)c1ccc(Cl)cc1,0.691,3.239,-9.65,-9.6,seed999
[C@H](CCN[C@H](CO)c1ccccc1)c1ccccc1,0.645,3.703,-8.7,-8.8,seed999
[C@H]Oc1ccc(NC(=O)C(=O)NCC(C)(C)c2nc(C)no2)cc1,0.704,3.969,-8.85,-9.9,seed999
[C@H]S(=O)(=O)c1ccc(NC(=O)N(CC(C)C)C2CCOCC2)cc1,0.784,3.689,-8.55,-8.6,seed999
[C@H]Oc1ccc(C)cc1C(=O)Nc1nc(-c2cccnc2)cs1,0.693,3.47,-9.25,-9.6,seed999
[C@H](C)[C@]1(c2ccccc2)NC(=O)N(c2ccc(Cl)cc2)C1,0.813,4.208,-8.95,-8.2,seed999
[C@H]1C(=O)/C(=C/c2cccc3ccccc23)[C@H]2CC[C@@]12c1ccccc1,0.48,4.437,-10.05,-11.3,seed999
[C@H]OC(=O)C(=O)Oc1ccccc1I,0.241,3.929,-8.0,-6.5,seed999
[C@H](CNC(=O)c1nccnc1NC(=O)c1cccs1)[C@H]1CCCO1,0.734,4.373,-8.65,-8.6,seed999
[C@H]1CC(=O)N(c2ccccc2)C(=O)C1,0.527,3.641,-8.5,-7.8,seed999
